id,jlpt_level,word,reading,image_review,meaning,meaning_zh,meaning_zh_needs_review,meaning_zh_note,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source,meaning_zh_source,meaning_zh_review
n1_00856,N1,制服,せいふく,,uniform,制服,FALSE,manual fill,noun (common) (futsuumeishi),uniform,direct_image,84,single_object_or_place,clothing,uniform,制服,clothing,concrete noun domain: clothing,Tanos JLPT vocabulary,,
n1_02906,N1,衣類,いるい,,clothes;clothing;garments,衣物、服装,FALSE,manual fill,noun (common) (futsuumeishi),clothes | clothing | garments,direct_image,84,single_object_or_place,clothing,clothes,衣類,clothing,concrete noun domain: clothing,Tanos JLPT vocabulary,,
n1_03135,N1,軍服,ぐんぷく,,military or naval uniform,军服,FALSE,manual fill,noun (common) (futsuumeishi),military uniform,direct_image,84,single_object_or_place,clothing,military or naval uniform,軍服,clothing,concrete noun domain: clothing,Tanos JLPT vocabulary,,
n1_00313,N1,ライス,ライス,,rice,米饭,FALSE,,noun (common) (futsuumeishi),rice (esp. when served on a plate),direct_image,84,single_object_or_place,food_drink,rice,ライス,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,
n1_00455,N1,主食,しゅしょく,,staple food,主食,FALSE,manual fill,noun (common) (futsuumeishi),staple food,direct_image,84,single_object_or_place,food_drink,staple food,主食,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,
n1_00467,N1,乳,ちち,,milk;breast;loop,奶；乳房,FALSE,,noun (common) (futsuumeishi),milk | breast | loop | decorative bump (on a hanging bell),direct_image,84,single_object_or_place,food_drink,milk,乳,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,
n1_01129,N1,喫茶,きっさ,,tea drinking;tea house,茶馆,FALSE,,noun (common) (futsuumeishi),tea drinking | teahouse | tearoom | coffee lounge | coffee shop,direct_image,84,single_object_or_place,food_drink,tea drinking,喫茶,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,
n1_01327,N1,定食,ていしょく,,set meal;special (of the day),套餐；特餐,FALSE,,noun (common) (futsuumeishi),set meal | special (of the day),direct_image,84,single_object_or_place,food_drink,set meal,定食,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,
n1_02016,N1,杯,さかずき,,wine cups,酒杯,FALSE,,noun (common) (futsuumeishi),sake cup | cup for alcoholic beverages | ritual exchange of cups (to seal a bond or pledge),direct_image,84,single_object_or_place,food_drink,wine cups,杯,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,
n1_02349,N1,熱湯,ねっとう,,boiling water,沸水,FALSE,,noun (common) (futsuumeishi),boiling water,direct_image,84,single_object_or_place,food_drink,boiling water,熱湯,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,
n1_02829,N1,苗,なえ,,rice seedling,秧苗,FALSE,,noun (common) (futsuumeishi),seedling | young plant | rice seedling,direct_image,84,single_object_or_place,food_drink,rice seedling,苗,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,
n1_02843,N1,茶の湯,ちゃのゆ,,tea ceremony,茶道,FALSE,,noun (common) (futsuumeishi),tea ceremony | chanoyu,direct_image,84,single_object_or_place,food_drink,tea ceremony,茶の湯,food_drink,concrete noun domain: food_drink,Tanos JLPT vocabulary,,
n1_00374,N1,三日月,みかずき,,new moon;crescent moon,新月,FALSE,,noun (common) (futsuumeishi),crescent moon | young moon,direct_image,84,single_object_or_place,nature_weather,new moon,三日月,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_00384,N1,上空,じょうくう,,sky;the skies;high-altitude sky;upper air,高空,FALSE,,noun (common) (futsuumeishi),sky | the skies | high-altitude sky | upper air,direct_image,84,single_object_or_place,nature_weather,sky,上空,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_01089,N1,吹奏,すいそう,,playing wind instruments,吹奏,FALSE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | transitive verb,playing (a wind instrument) | blowing,direct_image,84,single_object_or_place,nature_weather,playing wind instruments,吹奏,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_01420,N1,山脈,さんみゃく,,mountain range,山脉,FALSE,,noun (common) (futsuumeishi),mountain range | mountain belt,direct_image,84,single_object_or_place,nature_weather,mountain range,山脈,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_01463,N1,年輪,ねんりん,,annual tree ring,年轮,FALSE,,noun (common) (futsuumeishi),annual tree ring | growth ring | experience in life,direct_image,84,single_object_or_place,nature_weather,annual tree ring,年輪,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_01950,N1,晴天,せいてん,,fine weather,晴天,FALSE,,noun (common) (futsuumeishi),fine weather (i.e. little or no clouds) | fair weather | clear weather | clear sky | fair skies,direct_image,84,single_object_or_place,nature_weather,fine weather,晴天,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02046,N1,桐,きり,,paulownia tree,桐,FALSE,,noun (common) (futsuumeishi),paulownia (Paulownia tomentosa) | empress tree | foxglove tree,direct_image,84,single_object_or_place,nature_weather,paulownia tree,桐,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02152,N1,気象,きしょう,,weather;climate,气象,FALSE,,noun (common) (futsuumeishi),weather (conditions) | disposition | temperament,direct_image,84,single_object_or_place,nature_weather,weather,気象,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02160,N1,水源,すいげん,,source of river;fountainhead,水源,FALSE,,noun (common) (futsuumeishi),source of river | fountainhead,direct_image,84,single_object_or_place,nature_weather,source of river,水源,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02223,N1,海流,かいりゅう,,ocean current,海流,FALSE,,noun (common) (futsuumeishi),ocean current,direct_image,84,single_object_or_place,nature_weather,ocean current,海流,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02312,N1,焚火,たきび,,(open) fire,篝火,FALSE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,open-air fire (e.g. for garden refuse) | bonfire | campfire | open fire (e.g. in a kitchen),direct_image,84,single_object_or_place,nature_weather,fire,焚火,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02827,N1,花壇,かだん,,flower bed,花坛,FALSE,,noun (common) (futsuumeishi),flower bed,direct_image,84,single_object_or_place,nature_weather,flower bed,花壇,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_02929,N1,西日,にしび,,westering sun,西斜阳,FALSE,,noun (common) (futsuumeishi),westering sun | setting sun | afternoon sun,direct_image,84,single_object_or_place,nature_weather,westering sun,西日,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_03365,N1,雨具,あまぐ,,rain gear,雨衣,FALSE,,noun (common) (futsuumeishi),rain gear,direct_image,84,single_object_or_place,nature_weather,rain gear,雨具,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_03366,N1,雨天,うてん,,rainy weather,下雨天,FALSE,,noun (common) (futsuumeishi),rainy weather,direct_image,84,single_object_or_place,nature_weather,rainy weather,雨天,nature_weather,concrete noun domain: nature_weather,Tanos JLPT vocabulary,,
n1_00238,N1,ティッシュペーパー,ティッシュペーパー / ティッシュ・ペーパー / ティシュペーパー,,tissue paper,纸巾,FALSE,,noun (common) (futsuumeishi),tissue paper | tissue | facial tissue,direct_image,84,single_object_or_place,object_tool,tissue paper,ティッシュペーパー,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_01511,N1,張り紙,はりがみ,,paper patch;paper backing;poster,海报,FALSE,,noun (common) (futsuumeishi),paper patch attached to something | paper backing | sticker | label | notice,direct_image,84,single_object_or_place,object_tool,paper patch,張り紙,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_01887,N1,文,ふみ,,letter;writings,信,FALSE,,noun (common) (futsuumeishi),letter | note | mail | book | writings,direct_image,84,single_object_or_place,object_tool,letter,文,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_02127,N1,残金,ざんきん,,remaining money,余钱,FALSE,,noun (common) (futsuumeishi),remaining money,direct_image,84,single_object_or_place,object_tool,remaining money,残金,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_02298,N1,火燵,こたつ,,table with heater;(orig) charcoal brazier in a floor well,暖桌,FALSE,,noun (common) (futsuumeishi),"kotatsu | table over an electric heater, with a hanging quilt to retain heat (orig. over a charcoal brazier in a floor well)",direct_image,84,single_object_or_place,object_tool,table with heater,火燵,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_03070,N1,貨幣,かへい,,money;currency;coinage,货币,FALSE,,noun (common) (futsuumeishi),money | currency | coin,direct_image,84,single_object_or_place,object_tool,money,貨幣,object_tool,concrete noun domain: object_tool,Tanos JLPT vocabulary,,
n1_00034,N1,お祖母さん,おばあさん,,grandmother;female senior-citizen,祖母,FALSE,,noun (common) (futsuumeishi),grandmother | old woman | female senior citizen,direct_image,84,single_object_or_place,person_family,grandmother,お祖母さん,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00035,N1,お祖父さん,おじいさん,,grandfather;male senior-citizen,祖父,FALSE,,noun (common) (futsuumeishi),grandfather | male senior-citizen | old man,direct_image,84,single_object_or_place,person_family,grandfather,お祖父さん,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00334,N1,一人,いちにん,,one person,一人,FALSE,,noun (common) (futsuumeishi) | adverb (fukushi),one person | being alone | being by oneself | being single | being unmarried,direct_image,84,single_object_or_place,person_family,one person,一人,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00447,N1,主任,しゅにん,,person in charge;responsible official,主任,FALSE,,noun (common) (futsuumeishi),person in charge | senior staff | manager | chief | head,direct_image,84,single_object_or_place,person_family,person in charge,主任,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00527,N1,他人,あだびと,,another person;unrelated person;outsider;stranger,他人,FALSE,,noun (common) (futsuumeishi),another person | other people | others | unrelated person (i.e. not related by blood) | outsider,direct_image,84,single_object_or_place,person_family,another person,他人,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00616,N1,使用人,しようにん,,employee;servant,仆人,FALSE,,noun (common) (futsuumeishi),employee | servant,direct_image,84,single_object_or_place,person_family,employee,使用人,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_01273,N1,女子,おなご,,woman;girl,女子,FALSE,,noun (common) (futsuumeishi),woman | girl,direct_image,84,single_object_or_place,person_family,woman,女子,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_01362,N1,富豪,ふごう,,wealthy person;millionaire,富豪,FALSE,,noun (common) (futsuumeishi),wealthy person | millionaire,direct_image,84,single_object_or_place,person_family,wealthy person,富豪,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_01506,N1,弟,おと,,younger brother,弟弟,FALSE,,noun (common) (futsuumeishi),younger brother | little brother | kid brother | brother-in-law (spouse's younger brother or younger sister's husband) | pupil,direct_image,84,single_object_or_place,person_family,younger brother,弟,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_01560,N1,従業員,じゅうぎょういん,,employee;worker,员工,FALSE,,noun (common) (futsuumeishi),employee | worker,direct_image,84,single_object_or_place,person_family,employee,従業員,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_02355,N1,父母,ちちはは,,father and mother;parents,父母,FALSE,,noun (common) (futsuumeishi),father and mother | parents,direct_image,84,single_object_or_place,person_family,father and mother,父母,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_02692,N1,給仕,きゅうじ,,office boy (girl);page;waiter,服务员;侍者,FALSE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,waiting on a table | serving (at dinner) | waiter | waitress | waitperson,direct_image,84,single_object_or_place,person_family,office boy,給仕,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_03266,N1,部下,ぶか,,subordinate person,下属,FALSE,,noun (common) (futsuumeishi),subordinate person,direct_image,84,single_object_or_place,person_family,subordinate person,部下,person_family,concrete noun domain: person_family,Tanos JLPT vocabulary,,
n1_00635,N1,保母,ほぼ,,day care worker in a kindergarten nursery school etc.,保姆,FALSE,,noun (common) (futsuumeishi),(female) childcare worker | nursery school teacher,direct_image,84,single_object_or_place,place_building,day care worker in a kindergarten nursery school etc.,保母,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_00916,N1,勤め先,つとめさき,,place of work,工作地点,FALSE,,noun (common) (futsuumeishi),place of work,direct_image,84,single_object_or_place,place_building,place of work,勤め先,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_00977,N1,参議院,さんぎいん,,House of Councillors,参议院,FALSE,,noun (common) (futsuumeishi),House of Councillors (upper house of the National Diet of Japan),direct_image,84,single_object_or_place,place_building,House of Councillors,参議院,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_01123,N1,問屋,といや,,wholesale store,批发店,FALSE,,noun (common) (futsuumeishi),wholesale store | wholesale dealer | wholesaler,direct_image,84,single_object_or_place,place_building,wholesale store,問屋,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_01194,N1,堤防,ていぼう,,bank;weir,堤坝,FALSE,,noun (common) (futsuumeishi),bank | weir | embankment | levee,direct_image,84,single_object_or_place,place_building,bank,堤防,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_01205,N1,塾,じゅく,,coaching school;lessons,补习班,FALSE,,noun (common) (futsuumeishi),cram school | private tutoring school | juku,direct_image,84,single_object_or_place,place_building,coaching school,塾,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_01475,N1,店,てん,,store;shop;establishment,店铺,FALSE,,noun (common) (futsuumeishi),store | shop | establishment | restaurant,direct_image,84,single_object_or_place,place_building,store,店,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_01816,N1,控室,ひかえしつ,,waiting room,休息室,FALSE,,noun (common) (futsuumeishi),waiting room | anteroom | antechamber | green room,direct_image,84,single_object_or_place,place_building,waiting room,控室,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_01917,N1,日向,ひなた,,sunny place;in the sun,向阳处,FALSE,,noun (common) (futsuumeishi),sunny place | in the sun,direct_image,84,single_object_or_place,place_building,sunny place,日向,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_02008,N1,本館,ほんかん,,main building,主楼,FALSE,,noun (common) (futsuumeishi),"main building (as opposed to an annex, outbuilding, etc.) | this library | this museum | this theatre | this hall",direct_image,84,single_object_or_place,place_building,main building,本館,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_02574,N1,社宅,しゃたく,,company owned house,公司宿舍,FALSE,,noun (common) (futsuumeishi),company housing | housing provided by one's company,direct_image,84,single_object_or_place,place_building,company owned house,社宅,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_02599,N1,税務署,ぜいむしょ,,tax office,税务局,FALSE,,noun (common) (futsuumeishi),tax office,direct_image,84,single_object_or_place,place_building,tax office,税務署,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_02693,N1,給食,きゅうしょく,,school lunch;providing a meal,校餐；供餐,FALSE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"provision of lunch (e.g. at office, school, etc.) | providing a meal | lunch service",direct_image,84,single_object_or_place,place_building,school lunch,給食,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_02844,N1,茶の間,ちゃのま,,living room (Japanese style),和室（客厅）,FALSE,,noun (common) (futsuumeishi),(Japanese-style) living room,direct_image,84,single_object_or_place,place_building,living room,茶の間,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_02890,N1,衆議院,しゅうぎいん,,Lower House;House of Representatives,众议院；下议院,FALSE,,noun (common) (futsuumeishi),House of Representatives (lower house of the National Diet of Japan),direct_image,84,single_object_or_place,place_building,Lower House,衆議院,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_02895,N1,行員,こういん,,bank clerk,银行职员,FALSE,,noun (common) (futsuumeishi),bank clerk,direct_image,84,single_object_or_place,place_building,bank clerk,行員,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_02901,N1,街頭,がいとう,,in the street,街头,FALSE,,noun (common) (futsuumeishi),(on the) street,direct_image,84,single_object_or_place,place_building,in the street,街頭,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_03049,N1,議事堂,ぎじどう,,Diet building,国会大厦,FALSE,,noun (common) (futsuumeishi),assembly hall | parliament house | diet building | capitol | houses of parliament,direct_image,84,single_object_or_place,place_building,Diet building,議事堂,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_03426,N1,館,かん,,house;hall;building;hotel;inn;guesthouse,馆,FALSE,,noun (common) (futsuumeishi),mansion | palace | manor house | castle | nobleman,direct_image,84,single_object_or_place,place_building,house,館,place_building,concrete noun domain: place_building,Tanos JLPT vocabulary,,
n1_00209,N1,スポーツカー,スポーツカー / スポーツ・カー,,sports car,跑车,FALSE,,noun (common) (futsuumeishi),sports car,direct_image,84,single_object_or_place,transport,sports car,スポーツカー,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,
n1_00267,N1,パトカー,パトカー,,patrol car,警车,FALSE,,noun (common) (futsuumeishi),patrol car | police car | squad car | cruiser,direct_image,84,single_object_or_place,transport,patrol car,パトカー,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,
n1_00324,N1,レンタカー,レンタカー,,hire car (lit: rent-a-car),租车,FALSE,,noun (common) (futsuumeishi),rental car | rent-a-car | hire car | hired car | car rental agency,direct_image,84,single_object_or_place,transport,hire car,レンタカー,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,
n1_01295,N1,始発,しはつ,,first train,首班车,FALSE,,noun (common) (futsuumeishi),"first departure (of the day) | first train | first bus | departing from the starting station (of a bus, train, etc.)",direct_image,84,single_object_or_place,transport,first train,始発,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,
n1_02816,N1,船舶,せんぱく,,ship,船舶,FALSE,,noun (common) (futsuumeishi),vessel | ship | shipping | seacraft,direct_image,84,single_object_or_place,transport,ship,船舶,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,
n1_03103,N1,走行,そうこう,,running a wheeled vehicle (e.g. car);traveling,行驶,FALSE,,noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"running (of a car, bus, etc.) | traveling | travelling | running (of a program)",direct_image,84,single_object_or_place,transport,running a wheeled vehicle,走行,transport,concrete noun domain: transport,Tanos JLPT vocabulary,,
n1_00023,N1,お八,おやつ,,1. (uk) between meal snack;afternoon refreshment;afternoon tea; 2. mid-day snack,点心,FALSE,,,,direct_image,75,single_object_or_place,food_drink,1.  between meal snack,お八,food_drink,meaning suggests concrete domain: food_drink,Tanos JLPT vocabulary,,
n1_00052,N1,くっ付く,くっつく,,to adhere to;to keep close to,粘附,FALSE,,Godan verb with 'ku' ending | intransitive verb,to adhere to | to stick to | to cling to | to keep close to | to go along with,scene_image,72,person_action_scene,action_state,person adhering to,くっ付く,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00053,N1,くっ付ける,くっつける,,to attach,粘贴,FALSE,,Ichidan verb | transitive verb,to attach | to stick together | to paste | to glue | to place together,scene_image,72,person_action_scene,action_state,person attaching,くっ付ける,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00077,N1,すれ違う,すれちがう,,to pass by one another;to disagree;to miss each other,擦肩而过,FALSE,,Godan verb with 'u' ending | intransitive verb,to pass (by) each other | to brush past | to miss (meeting) each other | to fail to meet | to be at odds,scene_image,72,person_action_scene,action_state,person passing by one another,すれ違う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00084,N1,ずれる,ずれる / ズレる / づれる,,to slide;to slip off,滑出;偏离,FALSE,,Ichidan verb | intransitive verb,to slide | to slip off | to get dislocated | to be out of alignment | to get dislodged,scene_image,72,person_action_scene,action_state,person sliding,ずれる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00115,N1,ぶら下げる,ぶらさげる,,to hang;to suspend;to dangle;to swing,悬挂,FALSE,,Ichidan verb | transitive verb,to hang | to suspend | to dangle | to swing | to carry,scene_image,72,person_action_scene,action_state,person hanging,ぶら下げる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00376,N1,上がる,あがる,,to enter;to go up;to rise;to climb up;to advance;to appreciate;to be promoted;to improve;to call on;,上升;进入,FALSE,,Godan verb with 'ru' ending | intransitive verb,to rise | to go up | to come up | to ascend | to be raised,scene_image,72,person_action_scene,action_state,person enterring,上がる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00386,N1,下がる,さがる,,to hang down;to abate;to retire;to fall;to step back,下降;退下,FALSE,,Godan verb with 'ru' ending | intransitive verb,to come down | to go down | to fall | to drop | to sink,scene_image,72,person_action_scene,action_state,person hanging down,下がる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00445,N1,丸める,まるめる,,to make round;to round off;to roll up;to curl up;to seduce;to cajole;to explain away,使成圆;卷起;哄骗,FALSE,,Ichidan verb | transitive verb,to make round | to roll up | to curl up | to seduce | to cajole,scene_image,72,person_action_scene,action_state,person making round,丸める,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00465,N1,乱す,みだす,,to throw out of order;to disarrange;to disturb,扰乱,FALSE,,Godan verb with 'su' ending | transitive verb,"to throw into disorder | to disarrange | to disturb (order, peace, etc.) | to corrupt (public morals) | to dishevel (hair)",scene_image,72,person_action_scene,action_state,person throwwing out of order,乱す,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00488,N1,交える,まじえる,,to mix;to converse with;to cross (swords),混合；交谈,FALSE,,Ichidan verb | transitive verb,"to mix | to combine | to include | to exchange (words, fire, etc.) | to cross (e.g. swords)",scene_image,72,person_action_scene,action_state,person mixxing,交える,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00523,N1,仕立てる,したてる,,to tailor;to make;to prepare;to train;to send (a messenger),裁缝；训练,FALSE,,Ichidan verb | transitive verb,to tailor | to make (clothing) | to train | to bring up | to make it seem like,scene_image,72,person_action_scene,action_state,person tailorring,仕立てる,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00526,N1,仕舞う,しまう,,to finish;to close;to do something completely;to put away;to put an end to,结束；收起,FALSE,,Godan verb with 'u' ending | transitive verb,to finish | to stop | to end | to put an end to | to bring to a close,scene_image,72,person_action_scene,action_state,person finishing,仕舞う,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
n1_00545,N1,仰ぐ,あおぐ,,to look up (to);to respect;to depend on;to ask for;to seek;to revere;to drink;to take,仰望；尊敬,FALSE,,Godan verb with 'gu' ending | transitive verb,to look up (at) | to look up to | to respect | to revere | to ask for (e.g. guidance),scene_image,72,person_action_scene,action_state,person looking up,仰ぐ,action_state,verb can be shown as an action scene,Tanos JLPT vocabulary,,
